chrom	start	end
chr9	49124966	49125166
chr9	16358304	16358504
chr8	44849086	44849286
chr6	91713137	91713337
chr6	51850062	51850262
chr6	51070282	51070482
chr6	16213085	16213285
chr5	98355457	98355657
chr5	37395719	37395919
chr4	153807009	153807209
chr4	152117217	152117417
chr4	143002150	143002350
chr4	103005269	103005469
chr4	55824050	55824250
chr4	46338744	46338944
chr4	9830999	9831199
chr2	104412605	104412805
chr2	22589507	22589707
chr2	9205278	9205478
chr19	17417949	17418149
chr19	3308846	3309046
chr18	55506670	55506870
chr16	28851636	28851836
chr15	80565456	80565656
chr14	61288868	61289068
chr13	43209005	43209205
chr11	117826355	117826555
chr11	115321608	115321808
chr11	114890162	114890362
chr11	88524962	88525162
chr11	82926058	82926258
chr11	74487898	74488098
chr11	61650964	61651164
chr11	49634669	49634869
chr11	22015443	22015643
chr10	43954804	43955004
chr1	125700052	125700252
chrX	89347312	89347512
chr9	110904101	110904301
chr9	76168521	76168721
chr8	90496008	90496208
chr6	117677092	117677292
chr4	156133158	156133358
chr3	142124816	142125016
chr19	43883016	43883216
chr18	82908965	82909165
chr18	20553082	20553282
chr17	92872466	92872666
chr17	83313123	83313323
chr17	48610897	48611097
chr13	91368666	91368866
chr12	100192332	100192532
chr10	114334509	114334709
chr10	44528222	44528422
chr4	153752140	153752340
chr4	105835080	105835280
chr2	160381944	160382144
chr10	80351948	80352148
chr4	125106876	125107076
chr2	133975712	133975912
chr14	32787529	32787729
chrX	10803459	10803659
chr9	72806162	72806362
chr8	120286046	120286246
chr7	83486576	83486776
chr6	143751415	143751615
chr6	134208306	134208506
chr6	122495599	122495799
chr6	120858348	120858548
chr5	123315120	123315320
chr5	113694663	113694863
chr5	64372622	64372822
chr5	37839338	37839538
chr5	22793197	22793397
chr3	130610744	130610944
chr2	94334900	94335100
chr19	57049264	57049464
chr18	69162469	69162669
chr18	45581389	45581589
chr17	31487386	31487586
chr15	75999313	75999513
chr14	114843073	114843273
chr14	97960608	97960808
chr14	76244441	76244641
chr14	73629566	73629766
chr13	55338233	55338433
chr13	23507172	23507372
chr12	80999840	81000040
chr11	121492133	121492333
chr11	119166068	119166268
chr11	117618699	117618899
chr11	35365497	35365697
chr11	14379143	14379343
chr10	39672572	39672772
chr1	167761342	167761542
chr1	161269099	161269299
chr1	155551830	155552030
chr1	136356771	136356971
chr1	45466904	45467104
chr1	38503473	38503673
chr1	37965760	37965960
chr9	114584645	114584845
chr9	103443647	103443847
chr9	92603807	92604007
chr9	85844631	85844831
chr9	64838699	64838899
chr8	125847926	125848126
chr8	90075884	90076084
chr8	88945632	88945832
chr8	71680510	71680710
chr8	69724423	69724623
chr8	67899224	67899424
chr8	47252523	47252723
chr7	106944942	106945142
chr7	100911218	100911418
chr7	79722303	79722503
chr6	136471627	136471827
chr6	108233384	108233584
chr6	52116108	52116308
chr5	120325231	120325431
chr5	100967955	100968155
chr5	74792325	74792525
chr4	152119793	152119993
chr4	105201086	105201286
chr4	99503156	99503356
chr4	32519145	32519345
chr4	16419879	16420079
chr4	8423405	8423605
chr3	148853714	148853914
chr3	144610429	144610629
chr3	129104956	129105156
chr3	125831780	125831980
chr3	28988285	28988485
chr2	168831572	168831772
chr2	118961812	118962012
chr2	93394124	93394324
chr2	70378594	70378794
chr19	42504640	42504840
chr19	29418882	29419082
chr19	28464507	28464707
chr18	83097341	83097541
chr18	45539192	45539392
chr17	83064364	83064564
chr17	80009882	80010082
chr17	72076303	72076503
chr17	66048296	66048496
chr17	55810945	55811145
chr17	31139531	31139731
chr17	17877495	17877695
chr16	63856537	63856737
chr15	76002028	76002228
chr15	10869306	10869506
chr14	93067050	93067250
chr14	77585643	77585843
chr14	34393680	34393880
chr14	31167820	31168020
chr14	28487639	28487839
chr14	16695515	16695715
chr13	117338098	117338298
chr13	115673964	115674164
chr13	60084978	60085178
chr13	29165019	29165219
chr13	19235257	19235457
chr12	60580136	60580336
chr12	52484726	52484926
chr12	37106840	37107040
chr12	26152975	26153175
chr11	108423973	108424173
chr11	88276598	88276798
chr11	82635628	82635828
chr11	79864623	79864823
chr11	64096227	64096427
chr11	56637401	56637601
chr11	24841152	24841352
chr10	117641562	117641762
chr10	68855934	68856134
chr10	57481689	57481889
chr1	157038249	157038449
chr1	135562341	135562541
chr1	132940493	132940693
chr1	107221095	107221295
chr1	37743138	37743338
chr1	24616087	24616287
chr1	12683506	12683706
chr9	107606499	107606699
chr9	45211332	45211532
chr8	119755990	119756190
chr8	114559473	114559673
chr7	122724217	122724417
chr7	116209131	116209331
chr7	99263420	99263620
chr7	90313707	90313907
chr7	40915770	40915970
chr7	27371888	27372088
chr7	4381753	4381953
chr6	125049730	125049930
chr6	51860414	51860614
chr5	125349401	125349601
chr5	77546081	77546281
chr5	60978627	60978827
chr4	141325692	141325892
chr4	140900389	140900589
chr4	136217045	136217245
chr4	126288430	126288630
