chrom	start	end
chr1	177500679	177500879
chr8	91635604	91635804
chr2	31962021	31962221
chr14	121789132	121789332
chr7	44957648	44957848
chr13	99499304	99499504
chr7	30964327	30964527
chr15	61156727	61156927
chr9	68559571	68559771
chr14	105279516	105279716
chr5	37397823	37398023
chr12	100990789	100990989
chr6	143445554	143445754
chr5	119176557	119176757
chr19	43478623	43478823
chr2	179033324	179033524
chr8	109971410	109971610
chr2	132486509	132486709
chr16	90627989	90628189
chr15	83965058	83965258
chr7	25343320	25343520
chr5	122601918	122602118
chr16	17834220	17834420
chr10	127593004	127593204
chr7	12011382	12011582
chr5	53246425	53246625
chr2	72170917	72171117
chr11	20023785	20023985
chr11	118843148	118843348
chr7	45132492	45132692
chr10	122983611	122983811
chr1	46207020	46207220
chr6	114464746	114464946
chr12	98676119	98676319
chr17	47251409	47251609
chr5	78880997	78881197
chr12	101967435	101967635
chr11	115234146	115234346
chr7	132189930	132190130
chr9	97010376	97010576
chr7	116096545	116096745
chr2	152158922	152159122
chr2	26720955	26721155
chr1	92424345	92424545
chr13	37462542	37462742
chrX	65109602	65109802
chr2	101688200	101688400
chr1	13218402	13218602
chr19	27178274	27178474
chr8	36445191	36445391
chr5	67821441	67821641
chr8	11626848	11627048
chr15	90325891	90326091
chr11	35387603	35387803
chr14	32171192	32171392
chr5	122731046	122731246
chrX	133816190	133816390
chr6	115730549	115730749
chr11	102337571	102337771
chr11	52256879	52257079
chr12	76097467	76097667
chr11	94237780	94237980
chr19	42391665	42391865
chr18	60930940	60931140
chr18	26269510	26269710
chr2	133681176	133681376
chr2	68566370	68566570
chr2	104207941	104208146
chr11	106424115	106424315
chr7	30887522	30887722
chr5	110341308	110341508
chr14	121713835	121714035
chr17	75031674	75031874
chr10	90153082	90153282
chr7	110032193	110032393
chr2	156366754	156366954
chr17	9754503	9754703
chr4	120337430	120337630
chr7	100839465	100839665
chr5	48886968	48887168
chr6	23731498	23731698
chr10	95225049	95225249
chr1	136701883	136702083
chr11	97435410	97435610
chr8	84087243	84087443
chr13	30099159	30099359
chr7	47023240	47023440
chr14	51215402	51215602
chr6	127059512	127059712
chr13	114112780	114112980
chr8	109598219	109598419
chr11	95413493	95413693
chr3	67084739	67084939
chr7	54069408	54069608
chr7	34772323	34772523
chr16	92330488	92330688
chr7	63959429	63959629
chr2	92604577	92604777
chr7	6289710	6289910
chr8	86725911	86726111
chr4	40973677	40973877
chr14	79907462	79907662
chr1	66178644	66178844
chr1	154886469	154886669
chr5	112555110	112555325
chr10	17374635	17374835
chr15	99392927	99393127
chr7	63906057	63906257
chr5	65968094	65968294
chr5	102045380	102045586
chr17	5280689	5280889
chr10	109721195	109721395
chr7	67684001	67684201
chr3	144159280	144159480
chr4	117436339	117436539
chr12	91958309	91958509
chr18	83331593	83331793
chr2	124451364	124451564
chr2	60788642	60788842
chr14	8604670	8604870
chr18	21271397	21271597
chr13	54382029	54382229
