chrom	start	end
chr4	141899537	141899737
chr2	8537506	8537706
chr3	56741736	56741936
chr17	84919702	84919902
chr17	67694374	67694574
chr3	148701205	148701405
chr13	4658723	4658923
chr13	30526377	30526577
chr14	7969976	7970176
chr8	70643310	70643510
chr2	129266153	129266353
chr3	17448303	17448503
chr12	17419739	17419939
chr3	55423045	55423245
chr12	112883761	112883961
chr15	36502938	36503138
chr2	155113509	155113709
chr3	74207880	74208080
chr3	115952184	115952384
chr6	35286717	35286917
chr1	55200350	55200550
chr5	122246284	122246494
chr15	96726257	96726457
chr2	121235607	121235807
chrX	150471973	150472173
chrX	105544927	105545127
chr9	101555905	101556105
chr18	65224866	65225066
chr3	153280307	153280509
chr10	117670582	117670782
chr1	47727238	47727438
chr4	150400802	150401002
chr7	129917261	129917461
chr9	96840124	96840324
chr9	103600332	103600532
chr10	59591670	59591870
chr7	97757308	97757508
chr5	12185996	12186196
chr16	17834220	17834420
chr14	80650800	80651000
chr4	14097928	14098128
chr16	49618366	49618566
chr11	76326003	76326203
chr17	15460026	15460226
chr12	51431429	51431629
chr4	35094104	35094304
chr7	63191761	63191961
chr6	53776547	53776747
chr10	69784440	69784640
chr10	41532260	41532460
chr3	117588661	117588861
chr11	54073858	54074058
chr17	60915216	60915416
chr15	12500053	12500253
chr9	122578832	122579032
chr12	70711689	70711889
chr6	99842381	99842581
chr3	122307424	122307624
chr7	21126976	21127176
chr1	87504106	87504306
chr6	118531128	118531328
chr12	98776146	98776346
chr10	94430585	94430785
chr6	88009664	88009868
chr5	135279126	135279326
chr11	115801677	115801877
chr1	79692790	79692990
chr5	106439585	106439785
chr11	52256879	52257079
chr4	107141381	107141581
chr10	52843155	52843355
chr9	57768573	57768773
chr5	128330168	128330368
chr4	80005286	80005816
chr16	94862948	94863148
chr14	50418985	50419185
chr6	113439515	113439715
chr18	66742023	66742223
chr8	78000472	78000672
chr6	108235557	108235757
chr11	35047583	35047783
chr14	31397962	31398162
chr4	155354442	155354642
chr15	64375732	64375932
chr11	64799047	64799247
chr15	58089286	58089486
chr17	11959264	11959464
chr12	61318986	61319186
chr15	51442446	51442646
chr17	31727038	31727238
chr1	165173616	165173816
chr12	117809833	117810033
chr16	7088065	7088265
chr9	61353482	61353682
chr7	122999703	122999921
chr2	33051887	33052087
chr4	151703046	151703246
chr18	36377252	36377452
chr10	60796606	60796806
chr12	112590125	112590325
chr9	48141089	48141289
chr2	180742333	180742533
chr11	77963124	77963324
chr10	90226061	90226261
chr13	6917504	6917704
chr1	52796652	52796852
chr6	91715371	91715571
chr10	12913905	12914105
chr7	122290122	122290322
chr9	67042570	67042770
chr10	40377558	40377758
chr9	9671662	9671862
chr17	5006519	5006719
chr11	76425720	76425920
chr5	64047043	64047243
chr4	11705416	11705616
chr3	122275873	122276073
chr13	59092680	59092919
chr10	120969967	120970167
chr10	47629061	47629261
chr1	188665809	188666009
chr4	4399647	4399847
chr17	27398418	27398618
chrX	21211994	21212194
chr1	131509819	131510019
chr7	95398819	95399019
chr2	106853001	106853201
chr1	176936714	176936914
chr15	78595373	78595573
chr6	29510775	29510975
chr11	17217786	17217986
chr10	61021194	61021394
chr10	125312144	125312344
chr8	47084176	47084376
chr8	49496026	49496226
chr15	98107098	98107298
chr1	98101426	98101626
chr6	137905055	137905255
chr9	40342154	40342354
chr8	117131289	117131489
chr11	112726600	112726800
chr4	128054210	128054410
chr3	10688456	10688656
chr7	132649195	132649395
chr18	80621946	80622146
chr15	81914057	81914257
chr11	117457662	117457862
chr1	121292001	121292201
chr5	128445101	128445316
chr7	140956781	140956995
chr19	59471603	59471803
chr2	31549863	31550063
chr17	86530195	86530395
chr1	75565879	75566079
chr4	125221785	125221985
chr16	35770260	35770460
chr4	153749857	153750080
chr13	60682868	60683068
chr16	43462102	43462302
chr8	67808429	67808629
chr11	53066394	53066594
chr12	12403511	12403711
chr13	109179572	109179772
chr3	8932087	8932287
chr8	107459943	107460143
chr17	27387161	27387361
chr8	8966854	8967054
chr11	61497691	61497891
chr9	22030257	22030457
chr10	60044663	60044863
chr5	106099482	106099682
chr9	10321573	10321773
chr11	64130296	64130514
chr10	117830270	117830475
chr11	22627481	22627681
chr8	92373708	92373908
chr8	84420084	84420284
chr6	67371068	67371268
chr17	87638006	87638206
chr12	56385797	56385997
chr8	84910351	84910551
chr11	35984327	35984527
chr8	68824043	68824243
chr5	128806074	128806274
chr16	70331664	70331864
chr1	131508276	131508476
chr15	89065571	89065786
chr2	60362967	60363189
chr4	152016082	152016282
chr15	28985360	28985560
chr3	27215403	27215603
chr5	107103794	107103994
chr4	92057877	92058077
chr3	79520621	79520821
chr18	38600438	38600638
chr11	13945334	13945534
chr1	123909793	123909993
chr12	33037095	33037295
chr13	24692754	24692954
chr8	112507232	112507432
chr1	77523585	77523785
chr7	100913417	100913617
chr4	43476005	43476205
chr7	129396913	129397113
chr15	93569602	93569802
chr9	123498706	123498906
chr13	45909780	45909980
chr7	141081957	141082157
chr15	64371332	64371532
chr8	123844526	123844770
chr9	47277305	47277505
chr2	66022790	66022990
chr19	44764223	44764423
chr6	112838302	112838502
chr1	89592724	89592924
chr6	134206077	134206277
chr4	137730469	137730669
chr4	134679112	134679312
chr3	150648721	150648921
chr13	55340416	55340616
chr12	67236857	67237057
chr11	55980723	55980923
chr4	149589970	149590170
chr7	82840527	82840727
chr1	37740970	37741170
chr16	93152685	93152913
chr18	82611505	82611705
chr1	74701883	74702083
chr18	77306739	77306939
chr17	4726229	4726429
chr13	96171067	96171267
chr18	47149250	47149450
chr2	81025285	81025485
chr1	140523959	140524159
chr15	41081317	41081522
chr13	36694081	36694281
chr6	118034099	118034299
chr3	107526729	107526929
chr5	122731046	122731246
chr3	80775614	80775814
chr7	16972021	16972221
chr2	166362246	166362446
chr19	59612213	59612413
chr14	57347472	57347672
chr3	8039515	8039715
chr15	96487464	96487664
chr16	94439691	94439891
chr11	112730651	112730851
chr2	146277394	146277594
chr17	30149552	30149752
chr6	31286275	31286475
chr14	29889850	29890050
chr7	49556563	49556763
chr1	154783163	154783363
chr9	61466241	61466441
chr5	136799794	136799994
chr2	121485946	121486150
chr5	18339233	18339433
chr1	49075126	49075326
chr8	117126889	117127089
chr8	36166572	36166772
chr7	74021738	74021938
