chrom	start	end
chr1	21416459	21416659
chr3	145964479	145964679
chr10	118866116	118866322
chr4	13842430	13842630
chr17	67698774	67698974
chr17	46427054	46427254
chr17	81019134	81019334
chr13	46067480	46067680
chr14	61592799	61592999
chr11	94237780	94237980
chr1	192324968	192325168
chr7	132820271	132820471
chr3	25092059	25092259
chr10	58902445	58902645
chr16	84344307	84344507
chr10	25222119	25222319
chr15	38992282	38992482
chr6	97230002	97230202
chr12	37109052	37109252
chr3	51111176	51111376
chr3	108495341	108495541
chr11	79866850	79867054
chr14	86741000	86741200
chr14	61412090	61412290
chr11	52357504	52357704
chr1	62793485	62793685
chr10	57003241	57003441
chr14	32171192	32171392
chr1	188670209	188670409
chr6	28922456	28922656
chr12	36912695	36912895
chr4	8425681	8425900
chr3	88022711	88022911
chr11	81100017	81100217
chr13	99782940	99783140
chr1	156235564	156235764
chr10	80857054	80857254
chr9	41101901	41102101
chr11	70893131	70893331
chr10	58910699	58910899
chr5	36623329	36623529
chr10	120389803	120390003
chr7	76189401	76189601
chr11	95030357	95030562
chr9	80447552	80447752
chr4	8421243	8421462
chr19	58325728	58325928
chr14	85455354	85455554
chr8	72356726	72356926
chr10	25492098	25492298
chr7	47027640	47027840
chr17	41257375	41257575
chr9	109894713	109894913
chr11	88425095	88425295
chr3	121523541	121523741
chr1	52104646	52104846
chr5	47277316	47277516
chr8	96077741	96077941
chr11	52642603	52642803
chr12	109144838	109145038
chr1	182427733	182427933
chr5	138991738	138991938
chr14	25667632	25667832
chr16	93024432	93024655
chr12	110608771	110608971
chr7	15913773	15913973
chr13	95081100	95081300
chr1	76158577	76158777
chr19	34550824	34551024
chr5	147914210	147914410
chr1	37716088	37716288
chr13	49147693	49147893
chr16	10481833	10482033
chr18	12705972	12706172
chr15	53255510	53255710
chr6	114936325	114936525
chr6	120860476	120860676
chr13	24334726	24334926
chr1	59824275	59824500
chr3	152161146	152161346
chr15	28401302	28401502
chr4	59821410	59821610
chr10	32923199	32923399
chr1	39867969	39868169
chr15	82979419	82979619
chr1	149558666	149558866
chr6	53306602	53306802
chr1	39952974	39953174
chr8	26799978	26800178
chr16	18462348	18462563
chr1	91301178	91301378
chr6	100358920	100359120
chr3	121573723	121573923
chr6	99646310	99646510
chr5	86785581	86785781
chr18	69672759	69672959
chr11	61502091	61502291
chr14	115002741	115002941
chr10	88680569	88680769
chr18	62295329	62295529
chr5	46286123	46286323
chr1	119800434	119800634
chr10	19853971	19854171
chr10	128690348	128690548
chr4	81270214	81270414
chr2	81020885	81021085
chr2	102270268	102270468
chr4	155285716	155285916
chr5	51901780	51901980
chr5	69139036	69139236
chr15	97958060	97958260
chr6	116070608	116070808
chr3	58091836	58092036
chr15	64371332	64371532
chr12	33959616	33959816
chr18	27067608	27067808
chrX	158046560	158046760
chr11	46041342	46041562
chr4	31828161	31828361
chr11	100949735	100949935
chr19	16282782	16282982
chr2	44557060	44557260
chr1	12681376	12681576
chr6	108808094	108808294
chr6	114961730	114961930
chr5	5571129	5571329
chr16	26948125	26948325
chr14	8014483	8014683
chr2	85713746	85713946
chr6	119892244	119892444
chr10	98608367	98608567
chr3	46149828	46150028
chr7	63191761	63191961
chr7	50643015	50643215
chr9	7996489	7996689
chr3	97938924	97939124
chr5	56628744	56628944
chr9	120591145	120591345
chr6	82911232	82911432
chr15	99899346	99899546
chr11	46075644	46075844
chr12	3133855	3134055
chr11	8493744	8493944
chr5	139623786	139623986
chr9	27146770	27146970
chr2	29837360	29837560
chr8	125957703	125957903
chr5	69526689	69526889
chr5	149524644	149524844
chr11	46028198	46028398
chr19	46620385	46620585
chr4	119336252	119336452
chr13	114258615	114258815
chr1	84680155	84680355
chr17	40836698	40836898
chr18	38146252	38146452
chr15	57747411	57747611
chr19	43278450	43278650
chr2	32959676	32959876
chr2	179580698	179580985
chr13	40288610	40288810
chr14	93565560	93565760
chr9	107545367	107545567
chr3	144682099	144682299
chr9	71563434	71563634
chr5	119413153	119413353
chr11	3535517	3535717
chr11	94678193	94678393
chr12	17419739	17419939
chr4	134809676	134809876
chr3	95241634	95241834
chr3	108562869	108563069
chr3	38542655	38542855
chr10	60918470	60918670
chr11	114421112	114421312
chr4	57654382	57654616
chr9	69324986	69325188
chr5	123886438	123886638
chr17	35067366	35067566
chr11	76425720	76425920
chr2	75353009	75353209
chr10	94341730	94341930
chr16	45182712	45182912
chr11	64098460	64098660
chr14	56574512	56574712
chr4	8852912	8853112
chr9	61349082	61349282
chr11	64125860	64126078
chr5	105889647	105889847
chr12	63796107	63796307
chr7	130821705	130821905
chr13	99577595	99577795
chr13	53089265	53089465
chr16	4658281	4658481
chr11	120597180	120597380
chr3	107887965	107888165
chr6	30214534	30214788
chr4	57093792	57093992
chr5	74130751	74130951
chr1	43618098	43618298
chr6	101835313	101835513
chr3	85176689	85176889
chr9	96756590	96756790
chr4	46087412	46087612
chr16	63854425	63854625
chr19	23578966	23579166
chr9	57593564	57593764
chr7	63959429	63959629
chr18	24351258	24351458
chr11	31611901	31612101
chr6	119769955	119770155
chr6	28785731	28785931
chr2	70314891	70315091
chr10	23714992	23715192
chr16	92790679	92790879
chr19	51208062	51208262
chr11	103065219	103065419
chr13	98857670	98857870
chr6	124807239	124807439
chr12	102396369	102396569
chr16	21320369	21320569
chr15	91026803	91027003
chr10	63980525	63980725
chr9	122017400	122017600
chr4	153754303	153754526
chr18	83189492	83189692
chr7	4480128	4480328
chr14	121493838	121494038
chr18	61813803	61814017
chr4	138131092	138131310
chr11	7036470	7036670
chr5	136691274	136691474
chr9	24742712	24742997
chr2	153160505	153160705
chr7	52005710	52005910
chr10	111413841	111414041
chr17	43062954	43063154
chr13	11173363	11173563
chr18	36012218	36012418
chr10	67543243	67543443
chr5	24860789	24860989
chr10	20183551	20183751
chr6	28918056	28918256
chr16	75010181	75010381
chr16	91049970	91050170
chr6	145918598	145918798
chr7	69285791	69285991
chr18	19601769	19601969
chr15	76001432	76001632
chr7	45951456	45951656
chr1	65777360	65777560
chr1	114852269	114852469
chr1	105439782	105439982
chr8	64744637	64744837
chr5	47200257	47200457
chr5	46199520	46199720
chr6	146273302	146273502
chr5	122722888	122723088
chr16	37444899	37445099
chr2	37741294	37741494
chr3	30414982	30415182
chr10	80826163	80826363
chr12	79037289	79037489
chr5	5566729	5566929
chr5	144198760	144198960
chr11	77644614	77644814
chr14	78218407	78218607
chr6	49368927	49369127
chr11	108921182	108921382
chr12	72376374	72376574
chr8	122639275	122639478
chr5	123317381	123317581
chr9	70130156	70130356
chr5	44978239	44978439
chr14	119201625	119201825
chr7	140798044	140798244
chr18	34374076	34374276
chr4	87371893	87372093
chr5	113575144	113575344
chr8	23951310	23951510
chr8	118505247	118505447
chr11	63458022	63458222
chr1	94267313	94267513
chr1	77508274	77508474
chr6	84140362	84140562
chr13	103559630	103559830
chr16	7092465	7092665
chr5	116316283	116316483
chr10	130277362	130277562
chr5	120619297	120619497
chr11	35890292	35890492
chr9	56884038	56884238
chr7	117750666	117750866
chr4	62581587	62581787
chr14	55637081	55637281
chr6	89596815	89597015
chr4	47442951	47443151
chr4	153680972	153681172
chr8	64749037	64749237
chr12	70370936	70371136
chr5	114775388	114775588
chr10	59899776	59899976
chr15	99469557	99469757
chr6	118049604	118049804
chr15	101002974	101003174
chr8	123771418	123771618
chr13	24622614	24622814
chr9	56608117	56608317
chr6	97219675	97219875
chr2	59516023	59516223
chr4	113801748	113801948
chr14	30900462	30900662
chr4	148764364	148764564
chr12	52482498	52482698
chr1	175889951	175890151
chr5	36696487	36696687
chr9	64180379	64180579
chr18	77306739	77306939
chr2	106682021	106682221
chr8	88582173	88582376
chr17	6152370	6152570
chr12	80241853	80242053
chr6	140544352	140544552
chr3	152149589	152149789
chr4	80930868	80931068
chr6	94582088	94582288
chr10	121225233	121225433
chr4	59794268	59794468
chr15	97593876	97594076
chr8	73061041	73061241
chr13	20163417	20163617
chr18	63771036	63771236
chr6	91710971	91711171
chr11	72202788	72202988
chr5	100850494	100850694
chr11	77963124	77963324
chr7	112927512	112927712
chr7	35755436	35755636
chr12	4005667	4005867
chr11	112357208	112357408
chr19	36008504	36008704
chr19	53063766	53063966
chr12	76865666	76865866
chr15	87243859	87244059
chr2	168391681	168391881
chr5	105708738	105708938
chr6	108328943	108329155
chr17	73566170	73566370
chr6	111553745	111553945
chr19	53533864	53534064
chr4	59290150	59290350
chr5	31730646	31730846
chr7	130575294	130575494
chr1	133963992	133964192
chr18	21271397	21271597
chr6	5105980	5106180
chr1	191434784	191434984
chr10	118783716	118783916
chr5	135933298	135933498
chr11	115693231	115693431
chr2	68289853	68290053
chr12	107167301	107167501
chr3	56741736	56741936
chr14	59717499	59717699
chr9	92606050	92606250
chr15	72803940	72804140
chr13	24675205	24675405
chr5	76797329	76797529
chr8	78729760	78729960
chr14	60037424	60037624
chr8	91635604	91635804
chr10	59771674	59771874
chr5	125796526	125796726
chr17	87307315	87307515
chr15	27670303	27670503
chr11	32028598	32028798
chr6	140148802	140149002
chr2	74779952	74780152
chr3	87216058	87216258
chr16	88633062	88633262
chr4	11110778	11110978
chr8	87666016	87666216
