chrom	start	end
chr9	32094072	32094272
chr19	23103536	23103736
chr18	79021282	79021482
chr13	24677402	24677602
chr13	23699230	23699430
chr12	102394250	102394450
chr11	114423322	114423522
chr9	97867317	97867517
chr9	89885704	89885904
chr9	88068753	88068953
chr9	81560624	81560824
chr9	80629073	80629273
chr9	71457028	71457228
chr9	69327209	69327409
chr9	59701100	59701300
chr9	54770242	54770442
chr9	54664481	54664681
chr9	46636681	46636881
chr9	42837696	42837896
chr9	26480875	26481075
chr9	22028813	22029013
chr8	120550953	120551153
chr8	119917763	119917963
chr8	108286203	108286403
chr8	94992243	94992443
chr8	90150370	90150570
chr8	87847684	87847884
chr8	78002693	78002893
chr8	73328165	73328365
chr8	64983520	64983720
chr8	50377757	50377957
chr8	48671107	48671307
chr8	26441758	26441958
chr8	14450525	14450725
chr8	12662961	12663161
chr7	129810324	129810524
chr7	116298219	116298419
chr7	107748545	107748745
chr7	97759505	97759705
chr7	88957718	88957918
chr7	88291103	88291303
chr7	69062065	69062265
chr7	68061587	68061787
chr7	63958052	63958252
chr6	136416815	136417015
chr6	126106964	126107164
chr6	113441647	113441847
chr6	15743715	15743915
chr6	13687777	13687977
chr5	137759045	137759245
chr5	137435961	137436161
chr5	136797566	136797766
chr5	125674238	125674438
chr5	114698422	114698622
chr5	111844237	111844437
chr5	100852761	100852961
chr5	100048532	100048732
chr5	99749307	99749507
chr5	77795034	77795234
chr5	73268913	73269113
chr5	64877068	64877268
chr5	26513900	26514100
chr4	150486753	150486953
chr4	141929308	141929508
chr4	140774789	140774989
chr4	135005546	135005746
chr4	117380110	117380310
chr4	104642880	104643080
chr4	82664415	82664615
chr4	82174374	82174574
chr4	59292416	59292616
chr4	53254310	53254510
chr4	47227899	47228099
chr4	24620552	24620752
chr3	118521994	118522194
chr3	115776718	115776918
chr3	105055358	105055558
chr3	103491072	103491272
chr3	18941266	18941466
chr3	16459342	16459542
chr3	8037260	8037460
chr2	181030788	181030988
chr2	179249014	179249214
chr2	173413950	173414150
chr2	172468613	172468813
chr2	157296786	157296986
chr2	146811000	146811200
chr2	124449121	124449321
chr2	108893172	108893372
chr2	85715939	85716139
chr2	75245393	75245593
chr2	74777711	74777911
chr2	68441486	68441686
chr2	60365180	60365380
chr2	35637657	35637857
chr2	32201794	32201994
chr2	31959833	31960033
chr2	18774689	18774889
chr2	10737485	10737685
chr2	6067706	6067906
chr19	57445199	57445399
chr19	56970083	56970283
chr19	45644059	45644259
chr19	30125542	30125742
chr19	21738107	21738307
chr19	16367408	16367608
chr18	82532080	82532280
chr18	78259802	78260002
chr18	66179804	66180004
chr18	58046204	58046404
chr18	27069773	27069973
chr18	26267340	26267540
chr18	24409617	24409817
chr17	87725071	87725271
chr17	86876623	86876823
chr17	86532410	86532610
chr17	64716364	64716564
chr17	24633259	24633459
chr17	5607489	5607689
chr17	4880159	4880359
chr16	97624592	97624792
chr16	92443681	92443881
chr16	90911932	90912132
chr16	89703238	89703438
chr16	84515050	84515250
chr16	40383862	40384062
chr16	30157750	30157950
chr16	26194786	26194986
chr16	21894565	21894765
chr16	20209989	20210189
chr16	6716087	6716287
chr15	103297342	103297542
chr15	97409241	97409441
chr15	92441682	92441882
chr15	86089444	86089644
chr15	85700324	85700524
chr15	82220432	82220632
chr15	78624732	78624932
chr15	74204519	74204719
chr15	54847329	54847529
chr15	27759859	27760059
chr15	24041378	24041578
chr14	121787015	121787215
chr14	121657590	121657790
chr14	120904864	120905064
chr14	105532119	105532319
chr14	97449154	97449354
chr14	85972917	85973117
chr14	75237143	75237343
chr14	74795111	74795311
chr14	72531097	72531297
chr14	65943375	65943575
chr14	45826471	45826671
chr14	17568061	17568261
chr13	108372204	108372404
chr13	99223326	99223526
chr13	93241677	93241877
chr13	85127066	85127266
chr13	72938463	72938663
chr13	68796356	68796556
chr13	58627784	58627984
chr13	47997869	47998069
chr13	32734543	32734743
chr12	112217091	112217291
chr12	88746961	88747161
chr12	53638040	53638240
chr12	45019516	45019716
chr12	41941907	41942107
chr12	41024882	41025082
chr12	16327567	16327767
chr12	3683103	3683303
chr11	120519908	120520108
chr11	114219995	114220195
chr11	107341564	107341764
chr11	104176834	104177034
chr11	92817969	92818169
chr11	76719810	76720010
chr11	59475000	59475200
chr11	36314426	36314626
chr11	32443896	32444096
chr11	13555766	13555966
chr11	5581291	5581491
chr10	121730027	121730227
chr10	116894807	116895007
chr10	53938986	53939186
chr10	24367182	24367382
chr10	17522012	17522212
chr1	186409267	186409467
chr1	154888639	154888839
chr1	134077245	134077445
chr1	122275731	122275931
chr1	88271674	88271874
chr1	74387510	74387710
chr1	66638306	66638506
chr1	40026445	40026645
chr1	38591122	38591322
chr1	34664359	34664559
chr9	11206854	11207054
chr8	94995523	94995723
chr8	80848019	80848219
chr7	142001988	142002188
chr7	6139246	6139446
chr5	73168267	73168467
chr4	134220934	134221134
chr4	54285857	54286057
chr2	158589602	158589802
chr2	75061478	75061678
chr2	31646425	31646625
chr19	37988169	37988369
chr18	61807033	61807233
chr16	35229601	35229801
chr16	5570175	5570375
chr15	25574879	25575079
chr15	25362401	25362601
chr14	59719749	59719949
chr14	51352574	51352774
chr13	102625604	102625804
chr13	71538315	71538515
chr13	57016472	57016672
chr13	40290864	40291064
chr12	36089332	36089532
chr11	77646751	77646951
chr11	8495917	8496117
chr1	77517493	77517693
chr1	62901933	62902133
chrX	142701385	142701591
chrX	56384982	56385188
chr9	121023552	121023758
chr9	120181034	120181240
chr9	116644714	116645001
chr9	111514770	111515065
chr9	108914680	108914891
chr9	102770311	102770517
chr9	98498105	98498311
chr9	85835804	85836062
chr9	61702555	61702872
chr9	61032812	61033028
chr9	59280413	59280619
chr9	52867590	52867796
chr9	51913281	51913510
chr9	44761447	44761653
chr9	43335184	43335390
chr9	41879630	41879923
chr9	41148660	41148920
chr9	23314660	23314866
chr9	16850370	16850576
chr8	119824214	119824420
chr8	115732298	115732504
chr8	113688294	113688571
chr8	86873376	86873582
chr8	84131026	84131270
chr8	80798222	80798428
chr8	79037114	79037320
chr8	63163388	63163594
chr8	49493808	49494014
chr8	45621524	45621832
chr8	31975745	31976009
chr8	25068195	25068402
chr8	24674640	24674913
chr8	21948477	21948683
chr8	15243726	15243942
chr8	13395240	13395490
chr7	130819537	130819743
chr7	126667840	126668071
chr7	122955421	122955627
chr7	121379603	121379866
chr7	82222456	82222662
chr7	79194823	79195128
chr7	76439303	76439509
chr7	75577579	75577785
chr7	73791441	73791647
chr7	55522518	55522724
chr7	50645253	50645459
chr7	41710169	41710456
chr7	30347458	30347664
chr7	24325219	24325464
chr6	147539213	147539419
chr6	143425404	143425610
chr6	143216288	143216543
chr6	140282402	140282608
chr6	137907216	137907422
chr6	119890018	119890315
chr6	101490160	101490449
chr6	100146606	100146839
chr6	84142491	84142803
chr6	40584312	40584565
chr6	33173841	33174189
chr5	149526546	149526752
