chrom	start	end
chr1	13846712	13846912
chr1	17155326	17155526
chr1	19826489	19826689
chr1	20787095	20787295
chr1	23977730	23977930
chr1	24611452	24611652
chr1	24612972	24613172
chr1	35403444	35403644
chr1	36548459	36548659
chr1	37608478	37608678
chr1	37666831	37667031
chr1	38658032	38658232
chr1	40066235	40066435
chr1	40943196	40943396
chr1	42630089	42630289
chr1	46204820	46205020
chr1	47725038	47725238
chr1	52243210	52243410
chr1	56984542	56984742
chr1	58117977	58118177
chr1	61142006	61142206
chr1	61301098	61301298
chr1	62292324	62292524
chr1	62795685	62795885
chr1	63248836	63249036
chr1	70031723	70031923
chr1	74106383	74106583
chr1	74782724	74782924
chr1	75423505	75423705
chr1	77506074	77506274
chr1	77521385	77521585
chr1	78571005	78571205
chr1	88303253	88303453
chr1	88370675	88370875
chr1	89454081	89454281
chr1	89767007	89767207
chr1	90221732	90221932
chr1	92286340	92286540
chr1	94408393	94408593
chr1	98099226	98099426
chr1	114850069	114850269
chr1	118936145	118936345
chr1	119194664	119194864
chr1	123907593	123907793
chr1	125979584	125979798
chr1	126752828	126753028
chr1	131010218	131010418
chr1	131112972	131113172
chr1	131506076	131506276
chr1	131972504	131972704
chr1	132818459	132818659
chr1	132917623	132917823
chr1	133329713	133329913
chr1	133437944	133438144
chr1	133747512	133747712
chr1	133793347	133793547
chr1	133961792	133961992
chr1	135186523	135186723
chr1	136662353	136662553
chr1	136784326	136784526
chr1	139090808	139091008
chr1	150570286	150570486
chr1	150861878	150862078
chr1	151046397	151046597
chr1	152578337	152578537
chr1	153014206	153014406
chr1	153125483	153125683
chr1	154306855	154307055
chr1	155085583	155085783
chr1	155427263	155427463
chr1	156091599	156091799
chr1	165662814	165663014
chr1	167733643	167733843
chr1	168330164	168330364
chr1	177331230	177331430
chr1	178153112	178153312
chr1	179452194	179452394
chr1	184334974	184335174
chr1	185047716	185047916
chr1	187706130	187706330
chr1	188186490	188186706
chr1	189794360	189794560
chr1	191198460	191198660
chr1	191301764	191301964
chr1	191432584	191432784
chr1	193081660	193081860
chr1	193152636	193152836
chr10	8756706	8756906
chr10	9504003	9504203
chr10	14055798	14055998
chr10	20258947	20259147
chr10	21242993	21243193
chr10	25029223	25029423
chr10	26767620	26767820
chr10	28008913	28009113
chr10	34136644	34136844
chr10	46922928	46923128
chr10	47631261	47631461
chr10	50107410	50107610
chr10	50499689	50499889
chr10	51499618	51499818
chr10	59813028	59813228
chr10	59909334	59909534
chr10	60086896	60087096
chr10	60794406	60794606
chr10	60916270	60916470
chr10	61023394	61023594
chr10	62174021	62174221
chr10	63978325	63978525
chr10	67541043	67541243
chr10	68543295	68543495
chr10	71361968	71362168
chr10	75638430	75638630
chr10	76840786	76840986
chr10	77974502	77974702
chr10	80232906	80233106
chr10	80535621	80535821
chr10	80981724	80981924
chr10	81347134	81347334
chr10	81460181	81460381
chr10	81593853	81594053
chr10	82696952	82697152
chr10	87104671	87104871
chr10	89458263	89458463
chr10	89709148	89709348
chr10	90969678	90969878
chr10	94271164	94271364
chr10	98610567	98610767
chr10	99298805	99299005
chr10	100022340	100022540
chr10	100031830	100032030
chr10	102446896	102447096
chr10	111508723	111508923
chr10	116243474	116243674
chr10	117191231	117191431
chr10	118251213	118251413
chr10	119671736	119671936
chr10	119786103	119786303
chr10	120035580	120035801
chr10	120392003	120392203
chr10	120967767	120967967
chr10	121315477	121315677
chr10	121477433	121477633
chr10	122121343	122121543
chr10	127090612	127090812
chr11	3334916	3335116
chr11	3734095	3734295
chr11	4036742	4036942
chr11	4749843	4750043
chr11	5056226	5056426
chr11	5297430	5297630
chr11	5883780	5883980
chr11	12235177	12235377
chr11	18748919	18749119
chr11	20662933	20663133
chr11	21845623	21845823
chr11	22665749	22665949
chr11	24158009	24158209
chr11	25704418	25704618
chr11	26725259	26725459
chr11	26981320	26981520
chr11	32634806	32635006
chr11	32768687	32768887
chr11	33992794	33992994
chr11	35153227	35153427
chr11	35364858	35365058
chr11	35892492	35892692
chr11	43223632	43223832
chr11	46323800	46324000
chr11	51336637	51336837
chr11	51611323	51611523
chr11	52337689	52337900
chr11	52640403	52640603
chr11	52677173	52677373
chr11	54091927	54092127
chr11	55211289	55211489
chr11	57368696	57368896
chr11	57841211	57841411
chr11	59921397	59921597
chr11	61032680	61032880
chr11	62249886	62250086
chr11	62631567	62631767
chr11	64801247	64801447
chr11	67326582	67326782
chr11	68384163	68384363
chr11	68618333	68618533
chr11	69558886	69559086
chr11	70487869	70488069
chr11	71098371	71098571
chr11	76328203	76328403
chr11	76606467	76606667
chr11	78811806	78812006
chr11	78829375	78829575
chr11	80312718	80312918
chr11	81561813	81562013
chr11	85924849	85925049
chr11	88479484	88479684
chr11	88598608	88598808
chr11	89355637	89355837
chr11	90740143	90740343
chr11	93603433	93603633
chr11	94948612	94948812
chr11	95122779	95122979
chr11	95153216	95153416
chr11	95357736	95357936
chr11	96473747	96473947
chr11	96862684	96862884
chr11	97676912	97677112
chr11	97677420	97677620
chr11	98474207	98474407
chr11	98955989	98956189
chr11	99092169	99092369
chr11	100290586	100290786
chr11	100412909	100413109
chr11	100958280	100958480
chr11	102114129	102114329
chr11	102131497	102131697
chr11	102832894	102833094
chr11	102998734	102998934
chr11	105451704	105451904
chr11	105758857	105759057
chr11	106378670	106378870
chr11	107777624	107777824
chr11	108923382	108923582
chr11	110649995	110650195
chr11	112728800	112729000
chr11	113172927	113173142
chr11	113393805	113394005
chr11	114786685	114786885
chr11	115172007	115172207
chr11	115231946	115232146
chr11	115370445	115370645
chr11	115490662	115490862
chr11	115900215	115900415
chr11	117272050	117272250
chr11	117382980	117383180
chr11	117459862	117460062
chr11	117599293	117599493
chr11	117864977	117865177
chr11	118374736	118374936
chr11	118584918	118585118
chr11	121143008	121143208
chr12	3886951	3887151
chr12	3954572	3954772
chr12	4866580	4866780
chr12	9043420	9043620
chr12	12405711	12405911
chr12	16507220	16507420
chr12	20234280	20234480
chr12	26361450	26361650
chr12	26790335	26790535
chr12	44177138	44177338
chr12	54333191	54333391
chr12	56387997	56388197
chr12	56824371	56824571
chr12	58211657	58211857
chr12	60252441	60252641
chr12	63343730	63343930
chr12	63798307	63798507
chr12	69394662	69394862
chr12	69846075	69846275
chr12	71294181	71294381
chr12	71418212	71418412
chr12	72069834	72070034
chr12	72374174	72374374
chr12	72825352	72825552
chr12	73416515	73416715
chr12	73667617	73667817
chr12	74094374	74094574
chr12	75822205	75822405
chr12	76645558	76645758
chr12	76927443	76927643
chr12	78055146	78055346
chr12	79035089	79035289
chr12	80168284	80168499
chr12	80991237	80991437
chr12	81806915	81807115
chr12	84058590	84058790
chr12	86890172	86890372
chr12	87201832	87202032
chr12	97061353	97061569
chr12	97061637	97061864
chr12	99758058	99758258
chr12	102396281	102396481
chr12	102521745	102521945
chr12	103079345	103079545
chr12	103501921	103502121
chr12	104058695	104058895
chr12	104593678	104593878
chr12	104793555	104793755
chr12	104851598	104851798
chr12	106175262	106175462
chr12	106267836	106268036
chr12	107752987	107753187
chr12	108749096	108749296
chr12	109745988	109746188
chr12	112265598	112265798
chr12	117017386	117017586
chr13	5012425	5012673
chr13	6465703	6465903
chr13	15375363	15375563
chr13	21935439	21935639
chr13	24104623	24104823
chr13	24657213	24657450
chr13	29414669	29414869
chr13	30724943	30725143
chr13	36796061	36796261
chr13	37370564	37370764
chr13	38593597	38593797
chr13	44508249	44508449
chr13	44650635	44650835
chr13	46069680	46069880
chr13	48663746	48663946
chr13	51274905	51275105
chr13	52521281	52521481
chr13	52582748	52582948
chr13	53091465	53091665
chr13	53444014	53444214
